"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
1,17,1,2,7,1,1,2,7,17,18,23,2,7,10,1,2,7,2,7,10,18,23,26,10,2,7,10,10,26,10
1,17,1,3,5,1,1,3,5,17,19,21,3,5,11,1,3,5,3,5,11,19,21,27,11,3,5,11,11,27,11
1,17,1,3,6,1,1,3,6,17,19,22,3,6,12,1,3,6,3,6,12,19,22,28,12,3,6,12,12,28,12
1,17,1,3,7,1,1,3,7,17,19,23,3,7,13,1,3,7,3,7,13,19,23,29,13,3,7,13,13,29,13
1,17,1,4,5,1,1,4,5,17,20,21,4,5,14,1,4,5,4,5,14,20,21,30,14,4,5,14,14,30,14
1,17,1,4,6,1,1,4,6,17,20,22,4,6,15,1,4,6,4,6,15,20,22,31,15,4,6,15,15,31,15
1,17,1,4,7,1,1,4,7,17,20,23,4,7,16,1,4,7,4,7,16,20,23,32,16,4,7,16,16,32,16
1,17,17,2,5,1,1,2,5,17,18,21,18,21,8,1,2,5,2,5,8,18,21,24,24,2,5,8,8,24,8
1,17,17,2,6,1,1,2,6,17,18,22,18,22,9,1,2,6,2,6,9,18,22,25,25,2,6,9,9,25,9
1,17,17,2,7,1,1,2,7,17,18,23,18,23,10,1,2,7,2,7,10,18,23,26,26,2,7,10,10,26,10
1,17,17,3,5,1,1,3,5,17,19,21,19,21,11,1,3,5,3,5,11,19,21,27,27,3,5,11,11,27,11
1,17,17,3,6,1,1,3,6,17,19,22,19,22,12,1,3,6,3,6,12,19,22,28,28,3,6,12,12,28,12
1,17,17,3,7,1,1,3,7,17,19,23,19,23,13,1,3,7,3,7,13,19,23,29,29,3,7,13,13,29,13
1,17,17,4,5,1,1,4,5,17,20,21,20,21,14,1,4,5,4,5,14,20,21,30,30,4,5,14,14,30,14
1,17,17,4,6,1,1,4,6,17,20,22,20,22,15,1,4,6,4,6,15,20,22,31,31,4,6,15,15,31,15
1,17,17,4,7,1,1,4,7,17,20,23,20,23,16,1,4,7,4,7,16,20,23,32,32,4,7,16,16,32,16
1,17,33,2,5,1,1,2,5,17,18,21,34,37,8,1,2,5,2,5,8,18,21,24,40,2,5,8,8,24,8
1,17,33,2,6,1,1,2,6,17,18,22,34,38,9,1,2,6,2,6,9,18,22,25,41,2,6,9,9,25,9
1,17,33,2,7,1,1,2,7,17,18,23,34,39,10,1,2,7,2,7,10,18,23,26,42,2,7,10,10,26,10
1,17,33,3,5,1,1,3,5,17,19,21,35,37,11,1,3,5,3,5,11,19,21,27,43,3,5,11,11,27,11
1,17,33,3,6,1,1,3,6,17,19,22,35,38,12,1,3,6,3,6,12,19,22,28,44,3,6,12,12,28,12
1,17,33,3,7,1,1,3,7,17,19,23,35,39,13,1,3,7,3,7,13,19,23,29,45,3,7,13,13,29,13
1,17,33,4,5,1,1,4,5,17,20,21,36,37,14,1,4,5,4,5,14,20,21,30,46,4,5,14,14,30,14
1,17,33,4,6,1,1,4,6,17,20,22,36,38,15,1,4,6,4,6,15,20,22,31,47,4,6,15,15,31,15
1,17,33,4,7,1,1,4,7,17,20,23,36,39,16,1,4,7,4,7,16,20,23,32,48,4,7,16,16,32,16
1,33,1,2,5,1,1,2,5,33,34,37,2,5,8,1,2,5,2,5,8,34,37,40,8,2,5,8,8,40,8
1,33,1,2,6,1,1,2,6,33,34,38,2,6,9,1,2,6,2,6,9,34,38,41,9,2,6,9,9,41,9
1,33,1,2,7,1,1,2,7,33,34,39,2,7,10,1,2,7,2,7,10,34,39,42,10,2,7,10,10,42,10
1,33,1,3,5,1,1,3,5,33,35,37,3,5,11,1,3,5,3,5,11,35,37,43,11,3,5,11,11,43,11
1,33,1,3,6,1,1,3,6,33,35,38,3,6,12,1,3,6,3,6,12,35,38,44,12,3,6,12,12,44,12
1,33,1,3,7,1,1,3,7,33,35,39,3,7,13,1,3,7,3,7,13,35,39,45,13,3,7,13,13,45,13
1,33,1,4,5,1,1,4,5,33,36,37,4,5,14,1,4,5,4,5,14,36,37,46,14,4,5,14,14,46,14
1,33,1,4,6,1,1,4,6,33,36,38,4,6,15,1,4,6,4,6,15,36,38,47,15,4,6,15,15,47,15
1,33,1,4,7,1,1,4,7,33,36,39,4,7,16,1,4,7,4,7,16,36,39,48,16,4,7,16,16,48,16
1,33,17,2,5,1,1,2,5,33,34,37,18,21,8,1,2,5,2,5,8,34,37,40,24,2,5,8,8,40,8
1,33,17,2,6,1,1,2,6,33,34,38,18,22,9,1,2,6,2,6,9,34,38,41,25,2,6,9,9,41,9
1,33,17,2,7,1,1,2,7,33,34,39,18,23,10,1,2,7,2,7,10,34,39,42,26,2,7,10,10,42,10
1,33,17,3,5,1,1,3,5,33,35,37,19,21,11,1,3,5,3,5,11,35,37,43,27,3,5,11,11,43,11
1,33,17,3,6,1,1,3,6,33,35,38,19,22,12,1,3,6,3,6,12,35,38,44,28,3,6,12,12,44,12
1,33,17,3,7,1,1,3,7,33,35,39,19,23,13,1,3,7,3,7,13,35,39,45,29,3,7,13,13,45,13
1,33,17,4,5,1,1,4,5,33,36,37,20,21,14,1,4,5,4,5,14,36,37,46,30,4,5,14,14,46,14
1,33,17,4,6,1,1,4,6,33,36,38,20,22,15,1,4,6,4,6,15,36,38,47,31,4,6,15,15,47,15
1,33,17,4,7,1,1,4,7,33,36,39,20,23,16,1,4,7,4,7,16,36,39,48,32,4,7,16,16,48,16
1,33,33,2,5,1,1,2,5,33,34,37,34,37,8,1,2,5,2,5,8,34,37,40,40,2,5,8,8,40,8
1,33,33,2,6,1,1,2,6,33,34,38,34,38,9,1,2,6,2,6,9,34,38,41,41,2,6,9,9,41,9
1,33,33,2,7,1,1,2,7,33,34,39,34,39,10,1,2,7,2,7,10,34,39,42,42,2,7,10,10,42,10
1,33,33,3,5,1,1,3,5,33,35,37,35,37,11,1,3,5,3,5,11,35,37,43,43,3,5,11,11,43,11
1,33,33,3,6,1,1,3,6,33,35,38,35,38,12,1,3,6,3,6,12,35,38,44,44,3,6,12,12,44,12
1,33,33,3,7,1,1,3,7,33,35,39,35,39,13,1,3,7,3,7,13,35,39,45,45,3,7,13,13,45,13
1,33,33,4,5,1,1,4,5,33,36,37,36,37,14,1,4,5,4,5,14,36,37,46,46,4,5,14,14,46,14
1,33,33,4,6,1,1,4,6,33,36,38,36,38,15,1,4,6,4,6,15,36,38,47,47,4,6,15,15,47,15
1,33,33,4,7,1,1,4,7,33,36,39,36,39,16,1,4,7,4,7,16,36,39,48,48,4,7,16,16,48,16
17,1,1,2,5,17,17,18,21,1,2,5,2,5,8,17,18,21,18,21,24,2,5,8,8,18,21,24,24,8,24
17,1,1,2,6,17,17,18,22,1,2,6,2,6,9,17,18,22,18,22,25,2,6,9,9,18,22,25,25,9,25
17,1,1,2,7,17,17,18,23,1,2,7,2,7,10,17,18,23,18,23,26,2,7,10,10,18,23,26,26,10,26
17,1,1,3,5,17,17,19,21,1,3,5,3,5,11,17,19,21,19,21,27,3,5,11,11,19,21,27,27,11,27
17,1,1,3,6,17,17,19,22,1,3,6,3,6,12,17,19,22,19,22,28,3,6,12,12,19,22,28,28,12,28
17,1,1,3,7,17,17,19,23,1,3,7,3,7,13,17,19,23,19,23,29,3,7,13,13,19,23,29,29,13,29
17,1,1,4,5,17,17,20,21,1,4,5,4,5,14,17,20,21,20,21,30,4,5,14,14,20,21,30,30,14,30
17,1,1,4,6,17,17,20,22,1,4,6,4,6,15,17,20,22,20,22,31,4,6,15,15,20,22,31,31,15,31
17,1,1,4,7,17,17,20,23,1,4,7,4,7,16,17,20,23,20,23,32,4,7,16,16,20,23,32,32,16,32
17,1,17,2,5,17,17,18,21,1,2,5,18,21,8,17,18,21,18,21,24,2,5,8,24,18,21,24,24,8,24
17,1,17,2,6,17,17,18,22,1,2,6,18,22,9,17,18,22,18,22,25,2,6,9,25,18,22,25,25,9,25
17,1,17,2,7,17,17,18,23,1,2,7,18,23,10,17,18,23,18,23,26,2,7,10,26,18,23,26,26,10,26
17,1,17,3,5,17,17,19,21,1,3,5,19,21,11,17,19,21,19,21,27,3,5,11,27,19,21,27,27,11,27
17,1,17,3,6,17,17,19,22,1,3,6,19,22,12,17,19,22,19,22,28,3,6,12,28,19,22,28,28,12,28
17,1,17,3,7,17,17,19,23,1,3,7,19,23,13,17,19,23,19,23,29,3,7,13,29,19,23,29,29,13,29
17,1,17,4,5,17,17,20,21,1,4,5,20,21,14,17,20,21,20,21,30,4,5,14,30,20,21,30,30,14,30
17,1,17,4,6,17,17,20,22,1,4,6,20,22,15,17,20,22,20,22,31,4,6,15,31,20,22,31,31,15,31
17,1,17,4,7,17,17,20,23,1,4,7,20,23,16,17,20,23,20,23,32,4,7,16,32,20,23,32,32,16,32
17,1,33,2,5,17,17,18,21,1,2,5,34,37,8,17,18,21,18,21,24,2,5,8,40,18,21,24,24,8,24
17,1,33,2,6,17,17,18,22,1,2,6,34,38,9,17,18,22,18,22,25,2,6,9,41,18,22,25,25,9,25
17,1,33,2,7,17,17,18,23,1,2,7,34,39,10,17,18,23,18,23,26,2,7,10,42,18,23,26,26,10,26
17,1,33,3,5,17,17,19,21,1,3,5,35,37,11,17,19,21,19,21,27,3,5,11,43,19,21,27,27,11,27
17,1,33,3,6,17,17,19,22,1,3,6,35,38,12,17,19,22,19,22,28,3,6,12,44,19,22,28,28,12,28
17,1,33,3,7,17,17,19,23,1,3,7,35,39,13,17,19,23,19,23,29,3,7,13,45,19,23,29,29,13,29
17,1,33,4,5,17,17,20,21,1,4,5,36,37,14,17,20,21,20,21,30,4,5,14,46,20,21,30,30,14,30
17,1,33,4,6,17,17,20,22,1,4,6,36,38,15,17,20,22,20,22,31,4,6,15,47,20,22,31,31,15,31
17,1,33,4,7,17,17,20,23,1,4,7,36,39,16,17,20,23,20,23,32,4,7,16,48,20,23,32,32,16,32
17,17,1,2,5,17,17,18,21,17,18,21,2,5,8,17,18,21,18,21,24,18,21,24,8,18,21,24,24,24,24
17,17,1,2,6,17,17,18,22,17,18,22,2,6,9,17,18,22,18,22,25,18,22,25,9,18,22,25,25,25,25
17,17,1,2,7,17,17,18,23,17,18,23,2,7,10,17,18,23,18,23,26,18,23,26,10,18,23,26,26,26,26
17,17,1,3,5,17,17,19,21,17,19,21,3,5,11,17,19,21,19,21,27,19,21,27,11,19,21,27,27,27,27
17,17,1,3,6,17,17,19,22,17,19,22,3,6,12,17,19,22,19,22,28,19,22,28,12,19,22,28,28,28,28
17,17,1,3,7,17,17,19,23,17,19,23,3,7,13,17,19,23,19,23,29,19,23,29,13,19,23,29,29,29,29
17,17,1,4,5,17,17,20,21,17,20,21,4,5,14,17,20,21,20,21,30,20,21,30,14,20,21,30,30,30,30
17,17,1,4,6,17,17,20,22,17,20,22,4,6,15,17,20,22,20,22,31,20,22,31,15,20,22,31,31,31,31
17,17,1,4,7,17,17,20,23,17,20,23,4,7,16,17,20,23,20,23,32,20,23,32,16,20,23,32,32,32,32
17,17,17,2,5,17,17,18,21,17,18,21,18,21,8,17,18,21,18,21,24,18,21,24,24,18,21,24,24,24,24
17,17,17,2,6,17,17,18,22,17,18,22,18,22,9,17,18,22,18,22,25,18,22,25,25,18,22,25,25,25,25
17,17,17,2,7,17,17,18,23,17,18,23,18,23,10,17,18,23,18,23,26,18,23,26,26,18,23,26,26,26,26
17,17,17,3,5,17,17,19,21,17,19,21,19,21,11,17,19,21,19,21,27,19,21,27,27,19,21,27,27,27,27
17,17,17,3,6,17,17,19,22,17,19,22,19,22,12,17,19,22,19,22,28,19,22,28,28,19,22,28,28,28,28
17,17,17,3,7,17,17,19,23,17,19,23,19,23,13,17,19,23,19,23,29,19,23,29,29,19,23,29,29,29,29
17,17,17,4,5,17,17,20,21,17,20,21,20,21,14,17,20,21,20,21,30,20,21,30,30,20,21,30,30,30,30
17,17,17,4,6,17,17,20,22,17,20,22,20,22,15,17,20,22,20,22,31,20,22,31,31,20,22,31,31,31,31
17,17,17,4,7,17,17,20,23,17,20,23,20,23,16,17,20,23,20,23,32,20,23,32,32,20,23,32,32,32,32
17,17,33,2,5,17,17,18,21,17,18,21,34,37,8,17,18,21,18,21,24,18,21,24,40,18,21,24,24,24,24
17,17,33,2,6,17,17,18,22,17,18,22,34,38,9,17,18,22,18,22,25,18,22,25,41,18,22,25,25,25,25
17,17,33,2,7,17,17,18,23,17,18,23,34,39,10,17,18,23,18,23,26,18,23,26,42,18,23,26,26,26,26
17,17,33,3,5,17,17,19,21,17,19,21,35,37,11,17,19,21,19,21,27,19,21,27,43,19,21,27,27,27,27
17,17,33,3,6,17,17,19,22,17,19,22,35,38,12,17,19,22,19,22,28,19,22,28,44,19,22,28,28,28,28
17,17,33,3,7,17,17,19,23,17,19,23,35,39,13,17,19,23,19,23,29,19,23,29,45,19,23,29,29,29,29
17,17,33,4,5,17,17,20,21,17,20,21,36,37,14,17,20,21,20,21,30,20,21,30,46,20,21,30,30,30,30
17,17,33,4,6,17,17,20,22,17,20,22,36,38,15,17,20,22,20,22,31,20,22,31,47,20,22,31,31,31,31
17,17,33,4,7,17,17,20,23,17,20,23,36,39,16,17,20,23,20,23,32,20,23,32,48,20,23,32,32,32,32
17,33,1,2,5,17,17,18,21,33,34,37,2,5,8,17,18,21,18,21,24,34,37,40,8,18,21,24,24,40,24
17,33,1,2,6,17,17,18,22,33,34,38,2,6,9,17,18,22,18,22,25,34,38,41,9,18,22,25,25,41,25
17,33,1,2,7,17,17,18,23,33,34,39,2,7,10,17,18,23,18,23,26,34,39,42,10,18,23,26,26,42,26
17,33,1,3,5,17,17,19,21,33,35,37,3,5,11,17,19,21,19,21,27,35,37,43,11,19,21,27,27,43,27
17,33,1,3,6,17,17,19,22,33,35,38,3,6,12,17,19,22,19,22,28,35,38,44,12,19,22,28,28,44,28
17,33,1,3,7,17,17,19,23,33,35,39,3,7,13,17,19,23,19,23,29,35,39,45,13,19,23,29,29,45,29
17,33,1,4,5,17,17,20,21,33,36,37,4,5,14,17,20,21,20,21,30,36,37,46,14,20,21,30,30,46,30
17,33,1,4,6,17,17,20,22,33,36,38,4,6,15,17,20,22,20,22,31,36,38,47,15,20,22,31,31,47,31
17,33,1,4,7,17,17,20,23,33,36,39,4,7,16,17,20,23,20,23,32,36,39,48,16,20,23,32,32,48,32
17,33,17,2,5,17,17,18,21,33,34,37,18,21,8,17,18,21,18,21,24,34,37,40,24,18,21,24,24,40,24
17,33,17,2,6,17,17,18,22,33,34,38,18,22,9,17,18,22,18,22,25,34,38,41,25,18,22,25,25,41,25
17,33,17,2,7,17,17,18,23,33,34,39,18,23,10,17,18,23,18,23,26,34,39,42,26,18,23,26,26,42,26
17,33,17,3,5,17,17,19,21,33,35,37,19,21,11,17,19,21,19,21,27,35,37,43,27,19,21,27,27,43,27
17,33,17,3,6,17,17,19,22,33,35,38,19,22,12,17,19,22,19,22,28,35,38,44,28,19,22,28,28,44,28
17,33,17,3,7,17,17,19,23,33,35,39,19,23,13,17,19,23,19,23,29,35,39,45,29,19,23,29,29,45,29
17,33,17,4,5,17,17,20,21,33,36,37,20,21,14,17,20,21,20,21,30,36,37,46,30,20,21,30,30,46,30
17,33,17,4,6,17,17,20,22,33,36,38,20,22,15,17,20,22,20,22,31,36,38,47,31,20,22,31,31,47,31
17,33,17,4,7,17,17,20,23,33,36,39,20,23,16,17,20,23,20,23,32,36,39,48,32,20,23,32,32,48,32
17,33,33,2,5,17,17,18,21,33,34,37,34,37,8,17,18,21,18,21,24,34,37,40,40,18,21,24,24,40,24
17,33,33,2,6,17,17,18,22,33,34,38,34,38,9,17,18,22,18,22,25,34,38,41,41,18,22,25,25,41,25
17,33,33,2,7,17,17,18,23,33,34,39,34,39,10,17,18,23,18,23,26,34,39,42,42,18,23,26,26,42,26
17,33,33,3,5,17,17,19,21,33,35,37,35,37,11,17,19,21,19,21,27,35,37,43,43,19,21,27,27,43,27
17,33,33,3,6,17,17,19,22,33,35,38,35,38,12,17,19,22,19,22,28,35,38,44,44,19,22,28,28,44,28
17,33,33,3,7,17,17,19,23,33,35,39,35,39,13,17,19,23,19,23,29,35,39,45,45,19,23,29,29,45,29
17,33,33,4,5,17,17,20,21,33,36,37,36,37,14,17,20,21,20,21,30,36,37,46,46,20,21,30,30,46,30
17,33,33,4,6,17,17,20,22,33,36,38,36,38,15,17,20,22,20,22,31,36,38,47,47,20,22,31,31,47,31
17,33,33,4,7,17,17,20,23,33,36,39,36,39,16,17,20,23,20,23,32,36,39,48,48,20,23,32,32,48,32
33,1,1,2,5,33,33,34,37,1,2,5,2,5,8,33,34,37,34,37,40,2,5,8,8,34,37,40,40,8,40
33,1,1,2,6,33,33,34,38,1,2,6,2,6,9,33,34,38,34,38,41,2,6,9,9,34,38,41,41,9,41
33,1,1,2,7,33,33,34,39,1,2,7,2,7,10,33,34,39,34,39,42,2,7,10,10,34,39,42,42,10,42
33,1,1,3,5,33,33,35,37,1,3,5,3,5,11,33,35,37,35,37,43,3,5,11,11,35,37,43,43,11,43
33,1,1,3,6,33,33,35,38,1,3,6,3,6,12,33,35,38,35,38,44,3,6,12,12,35,38,44,44,12,44
33,1,1,3,7,33,33,35,39,1,3,7,3,7,13,33,35,39,35,39,45,3,7,13,13,35,39,45,45,13,45
33,1,1,4,5,33,33,36,37,1,4,5,4,5,14,33,36,37,36,37,46,4,5,14,14,36,37,46,46,14,46
33,1,1,4,6,33,33,36,38,1,4,6,4,6,15,33,36,38,36,38,47,4,6,15,15,36,38,47,47,15,47
33,1,1,4,7,33,33,36,39,1,4,7,4,7,16,33,36,39,36,39,48,4,7,16,16,36,39,48,48,16,48
33,1,17,2,5,33,33,34,37,1,2,5,18,21,8,33,34,37,34,37,40,2,5,8,24,34,37,40,40,8,40
33,1,17,2,6,33,33,34,38,1,2,6,18,22,9,33,34,38,34,38,41,2,6,9,25,34,38,41,41,9,41
33,1,17,2,7,33,33,34,39,1,2,7,18,23,10,33,34,39,34,39,42,2,7,10,26,34,39,42,42,10,42
33,1,17,3,5,33,33,35,37,1,3,5,19,21,11,33,35,37,35,37,43,3,5,11,27,35,37,43,43,11,43
33,1,17,3,6,33,33,35,38,1,3,6,19,22,12,33,35,38,35,38,44,3,6,12,28,35,38,44,44,12,44
33,1,17,3,7,33,33,35,39,1,3,7,19,23,13,33,35,39,35,39,45,3,7,13,29,35,39,45,45,13,45
33,1,17,4,5,33,33,36,37,1,4,5,20,21,14,33,36,37,36,37,46,4,5,14,30,36,37,46,46,14,46
33,1,17,4,6,33,33,36,38,1,4,6,20,22,15,33,36,38,36,38,47,4,6,15,31,36,38,47,47,15,47
33,1,17,4,7,33,33,36,39,1,4,7,20,23,16,33,36,39,36,39,48,4,7,16,32,36,39,48,48,16,48
33,1,33,2,5,33,33,34,37,1,2,5,34,37,8,33,34,37,34,37,40,2,5,8,40,34,37,40,40,8,40
33,1,33,2,6,33,33,34,38,1,2,6,34,38,9,33,34,38,34,38,41,2,6,9,41,34,38,41,41,9,41
33,1,33,2,7,33,33,34,39,1,2,7,34,39,10,33,34,39,34,39,42,2,7,10,42,34,39,42,42,10,42
33,1,33,3,5,33,33,35,37,1,3,5,35,37,11,33,35,37,35,37,43,3,5,11,43,35,37,43,43,11,43
33,1,33,3,6,33,33,35,38,1,3,6,35,38,12,33,35,38,35,38,44,3,6,12,44,35,38,44,44,12,44
33,1,33,3,7,33,33,35,39,1,3,7,35,39,13,33,35,39,35,39,45,3,7,13,45,35,39,45,45,13,45
33,1,33,4,5,33,33,36,37,1,4,5,36,37,14,33,36,37,36,37,46,4,5,14,46,36,37,46,46,14,46
33,1,33,4,6,33,33,36,38,1,4,6,36,38,15,33,36,38,36,38,47,4,6,15,47,36,38,47,47,15,47
33,1,33,4,7,33,33,36,39,1,4,7,36,39,16,33,36,39,36,39,48,4,7,16,48,36,39,48,48,16,48
33,17,1,2,5,33,33,34,37,17,18,21,2,5,8,33,34,37,34,37,40,18,21,24,8,34,37,40,40,24,40
33,17,1,2,6,33,33,34,38,17,18,22,2,6,9,33,34,38,34,38,41,18,22,25,9,34,38,41,41,25,41
33,17,1,2,7,33,33,34,39,17,18,23,2,7,10,33,34,39,34,39,42,18,23,26,10,34,39,42,42,26,42
33,17,1,3,5,33,33,35,37,17,19,21,3,5,11,33,35,37,35,37,43,19,21,27,11,35,37,43,43,27,43
33,17,1,3,6,33,33,35,38,17,19,22,3,6,12,33,35,38,35,38,44,19,22,28,12,35,38,44,44,28,44
33,17,1,3,7,33,33,35,39,17,19,23,3,7,13,33,35,39,35,39,45,19,23,29,13,35,39,45,45,29,45
33,17,1,4,5,33,33,36,37,17,20,21,4,5,14,33,36,37,36,37,46,20,21,30,14,36,37,46,46,30,46
33,17,1,4,6,33,33,36,38,17,20,22,4,6,15,33,36,38,36,38,47,20,22,31,15,36,38,47,47,31,47
33,17,1,4,7,33,33,36,39,17,20,23,4,7,16,33,36,39,36,39,48,20,23,32,16,36,39,48,48,32,48
33,17,17,2,5,33,33,34,37,17,18,21,18,21,8,33,34,37,34,37,40,18,21,24,24,34,37,40,40,24,40
33,17,17,2,6,33,33,34,38,17,18,22,18,22,9,33,34,38,34,38,41,18,22,25,25,34,38,41,41,25,41
33,17,17,2,7,33,33,34,39,17,18,23,18,23,10,33,34,39,34,39,42,18,23,26,26,34,39,42,42,26,42
33,17,17,3,5,33,33,35,37,17,19,21,19,21,11,33,35,37,35,37,43,19,21,27,27,35,37,43,43,27,43
33,17,17,3,6,33,33,35,38,17,19,22,19,22,12,33,35,38,35,38,44,19,22,28,28,35,38,44,44,28,44
33,17,17,3,7,33,33,35,39,17,19,23,19,23,13,33,35,39,35,39,45,19,23,29,29,35,39,45,45,29,45
33,17,17,4,5,33,33,36,37,17,20,21,20,21,14,33,36,37,36,37,46,20,21,30,30,36,37,46,46,30,46
33,17,17,4,6,33,33,36,38,17,20,22,20,22,15,33,36,38,36,38,47,20,22,31,31,36,38,47,47,31,47
33,17,17,4,7,33,33,36,39,17,20,23,20,23,16,33,36,39,36,39,48,20,23,32,32,36,39,48,48,32,48
33,17,33,2,5,33,33,34,37,17,18,21,34,37,8,33,34,37,34,37,40,18,21,24,40,34,37,40,40,24,40
33,17,33,2,6,33,33,34,38,17,18,22,34,38,9,33,34,38,34,38,41,18,22,25,41,34,38,41,41,25,41
33,17,33,2,7,33,33,34,39,17,18,23,34,39,10,33,34,39,34,39,42,18,23,26,42,34,39,42,42,26,42
33,17,33,3,5,33,33,35,37,17,19,21,35,37,11,33,35,37,35,37,43,19,21,27,43,35,37,43,43,27,43
33,17,33,3,6,33,33,35,38,17,19,22,35,38,12,33,35,38,35,38,44,19,22,28,44,35,38,44,44,28,44
33,17,33,3,7,33,33,35,39,17,19,23,35,39,13,33,35,39,35,39,45,19,23,29,45,35,39,45,45,29,45
33,17,33,4,5,33,33,36,37,17,20,21,36,37,14,33,36,37,36,37,46,20,21,30,46,36,37,46,46,30,46
33,17,33,4,6,33,33,36,38,17,20,22,36,38,15,33,36,38,36,38,47,20,22,31,47,36,38,47,47,31,47
33,17,33,4,7,33,33,36,39,17,20,23,36,39,16,33,36,39,36,39,48,20,23,32,48,36,39,48,48,32,48
33,33,1,2,5,33,33,34,37,33,34,37,2,5,8,33,34,37,34,37,40,34,37,40,8,34,37,40,40,40,40
33,33,1,2,6,33,33,34,38,33,34,38,2,6,9,33,34,38,34,38,41,34,38,41,9,34,38,41,41,41,41
33,33,1,2,7,33,33,34,39,33,34,39,2,7,10,33,34,39,34,39,42,34,39,42,10,34,39,42,42,42,42
33,33,1,3,5,33,33,35,37,33,35,37,3,5,11,33,35,37,35,37,43,35,37,43,11,35,37,43,43,43,43
33,33,1,3,6,33,33,35,38,33,35,38,3,6,12,33,35,38,35,38,44,35,38,44,12,35,38,44,44,44,44
33,33,1,3,7,33,33,35,39,33,35,39,3,7,13,33,35,39,35,39,45,35,39,45,13,35,39,45,45,45,45
